Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/2           _fu4___ZSt4cout [948]
[567]    0.0    0.00    0.00       2         std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::~vector() [567]
                0.00    0.00       2/4           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_get_Tp_allocator() [548]
                0.00    0.00       2/2           void std::_Destroy<std::vector<mbr, std::allocator<mbr> >*, std::vector<mbr, std::allocator<mbr> > >(std::vector<mbr, std::allocator<mbr> >*, std::vector<mbr, std::allocator<mbr> >*, std::allocator<std::vector<mbr, std::allocator<mbr> > >&) [569]
                0.00    0.00       2/2           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::~_Vector_base() [564]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<std::vector<mbr, std::allocator<mbr> >*, std::vector<mbr, std::allocator<mbr> > >(std::vector<mbr, std::allocator<mbr> >*, std::vector<mbr, std::allocator<mbr> >*, std::allocator<std::vector<mbr, std::allocator<mbr> > >&) [569]
[568]    0.0    0.00    0.00       2         void std::_Destroy<std::vector<mbr, std::allocator<mbr> >*>(std::vector<mbr, std::allocator<mbr> >*, std::vector<mbr, std::allocator<mbr> >*) [568]
                0.00    0.00       2/2           void std::_Destroy_aux<false>::__destroy<std::vector<mbr, std::allocator<mbr> >*>(std::vector<mbr, std::allocator<mbr> >*, std::vector<mbr, std::allocator<mbr> >*) [557]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::~vector() [567]
[569]    0.0    0.00    0.00       2         void std::_Destroy<std::vector<mbr, std::allocator<mbr> >*, std::vector<mbr, std::allocator<mbr> > >(std::vector<mbr, std::allocator<mbr> >*, std::vector<mbr, std::allocator<mbr> >*, std::allocator<std::vector<mbr, std::allocator<mbr> > >&) [569]
                0.00    0.00       2/2           void std::_Destroy<std::vector<mbr, std::allocator<mbr> >*>(std::vector<mbr, std::allocator<mbr> >*, std::vector<mbr, std::allocator<mbr> >*) [568]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[570]    0.0    0.00    0.00       1         createArray(char const*) [570]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[571]    0.0    0.00    0.00       1         print_cmbr_map() [571]
                0.00    0.00     237/2799651     std::vector<std::vector<cmbr_comb, std::allocator<cmbr_comb> >, std::allocator<std::vector<cmbr_comb, std::allocator<cmbr_comb> > > >::operator[](unsigned int) [192]
                0.00    0.00     237/734         std::vector<cmbr_comb, std::allocator<cmbr_comb> >::size() const [412]
                0.00    0.00      13/13          std::vector<std::vector<cmbr_comb, std::allocator<cmbr_comb> >, std::allocator<std::vector<cmbr_comb, std::allocator<cmbr_comb> > > >::size() const [543]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::vector<mbr, std::allocator<mbr> > >::allocator() [580]
[572]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > >::new_allocator() [572]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::vector(std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > const&) [156]
[573]    0.0    0.00    0.00       1         __gnu_cxx::__alloc_traits<std::allocator<std::vector<mbr, std::allocator<mbr> > >, std::vector<mbr, std::allocator<mbr> > >::_S_select_on_copy(std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [573]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::vector<mbr, std::allocator<mbr> > > >::select_on_container_copy_construction(std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [582]
-----------------------------------------------
                0.00    0.00       1/1           buildCMBRList(std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >) [2]
[574]    0.0    0.00    0.00       1         cmbr_comb::cmbr_comb() [574]
                0.00    0.00       2/1076        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [396]
                0.00    0.00       1/1           std::bitset<13u>::bitset() [584]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::vector(std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > const&) [156]
[575]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_get_Tp_allocator() const [575]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::vector(std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > const&) [156]
[576]    0.0    0.00    0.00       1         std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::end() const [576]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >::__normal_iterator(std::vector<mbr, std::allocator<mbr> > const* const&) [552]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::vector(std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > const&) [156]
[577]    0.0    0.00    0.00       1         std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::size() const [577]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::vector(std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > const&) [156]
[578]    0.0    0.00    0.00       1         std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::begin() const [578]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<std::vector<mbr, std::allocator<mbr> > const*, std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > > >::__normal_iterator(std::vector<mbr, std::allocator<mbr> > const* const&) [552]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::vector<mbr, std::allocator<mbr> > > >::select_on_container_copy_construction(std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [582]
[579]    0.0    0.00    0.00       1         std::allocator<std::vector<mbr, std::allocator<mbr> > >::allocator(std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [579]
                0.00    0.00       1/3           __gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > > const&) [549]
-----------------------------------------------
                0.00    0.00       1/1           getMBRList(table_row*) [177]
[580]    0.0    0.00    0.00       1         std::allocator<std::vector<mbr, std::allocator<mbr> > >::allocator() [580]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::vector<mbr, std::allocator<mbr> > >::new_allocator() [572]
-----------------------------------------------
                0.00    0.00       1/1           std::bitset<13u>::bitset() [584]
[581]    0.0    0.00    0.00       1         std::_Base_bitset<1u>::_Base_bitset() [581]
-----------------------------------------------
                0.00    0.00       1/1           __gnu_cxx::__alloc_traits<std::allocator<std::vector<mbr, std::allocator<mbr> > >, std::vector<mbr, std::allocator<mbr> > >::_S_select_on_copy(std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [573]
[582]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<std::vector<mbr, std::allocator<mbr> > > >::select_on_container_copy_construction(std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [582]
                0.00    0.00       1/1           std::allocator<std::vector<mbr, std::allocator<mbr> > >::allocator(std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [579]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<mbr, std::allocator<mbr> >* std::__uninitialized_default_n<std::vector<mbr, std::allocator<mbr> >*, unsigned int>(std::vector<mbr, std::allocator<mbr> >*, unsigned int) [587]
[583]    0.0    0.00    0.00       1         std::vector<mbr, std::allocator<mbr> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<mbr, std::allocator<mbr> >*, unsigned int>(std::vector<mbr, std::allocator<mbr> >*, unsigned int) [583]
                0.00    0.00      13/52          std::vector<mbr, std::allocator<mbr> >* std::__addressof<std::vector<mbr, std::allocator<mbr> > >(std::vector<mbr, std::allocator<mbr> >&) [533]
                0.00    0.00      13/13          void std::_Construct<std::vector<mbr, std::allocator<mbr> >>(std::vector<mbr, std::allocator<mbr> >*) [544]
-----------------------------------------------
                0.00    0.00       1/1           cmbr_comb::cmbr_comb() [574]
[584]    0.0    0.00    0.00       1         std::bitset<13u>::bitset() [584]
                0.00    0.00       1/1           std::_Base_bitset<1u>::_Base_bitset() [581]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::vector(unsigned int, std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [586]
[585]    0.0    0.00    0.00       1         std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_default_initialize(unsigned int) [585]
                0.00    0.00       1/4           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_get_Tp_allocator() [548]
                0.00    0.00       1/1           std::vector<mbr, std::allocator<mbr> >* std::__uninitialized_default_n_a<std::vector<mbr, std::allocator<mbr> >*, unsigned int, std::vector<mbr, std::allocator<mbr> > >(std::vector<mbr, std::allocator<mbr> >*, unsigned int, std::allocator<std::vector<mbr, std::allocator<mbr> > >&) [588]
-----------------------------------------------
                0.00    0.00       1/1           getMBRList(table_row*) [177]
[586]    0.0    0.00    0.00       1         std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::vector(unsigned int, std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [586]
                0.00    0.00       1/2           std::_Vector_base<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_Vector_base(unsigned int, std::allocator<std::vector<mbr, std::allocator<mbr> > > const&) [563]
                0.00    0.00       1/1           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_default_initialize(unsigned int) [585]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<mbr, std::allocator<mbr> >* std::__uninitialized_default_n_a<std::vector<mbr, std::allocator<mbr> >*, unsigned int, std::vector<mbr, std::allocator<mbr> > >(std::vector<mbr, std::allocator<mbr> >*, unsigned int, std::allocator<std::vector<mbr, std::allocator<mbr> > >&) [588]
[587]    0.0    0.00    0.00       1         std::vector<mbr, std::allocator<mbr> >* std::__uninitialized_default_n<std::vector<mbr, std::allocator<mbr> >*, unsigned int>(std::vector<mbr, std::allocator<mbr> >*, unsigned int) [587]
                0.00    0.00       1/1           std::vector<mbr, std::allocator<mbr> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<mbr, std::allocator<mbr> >*, unsigned int>(std::vector<mbr, std::allocator<mbr> >*, unsigned int) [583]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<mbr, std::allocator<mbr> >, std::allocator<std::vector<mbr, std::allocator<mbr> > > >::_M_default_initialize(unsigned int) [585]
[588]    0.0    0.00    0.00       1         std::vector<mbr, std::allocator<mbr> >* std::__uninitialized_default_n_a<std::vector<mbr, std::allocator<mbr> >*, unsigned int, std::vector<mbr, std::allocator<mbr> > >(std::vector<mbr, std::allocator<mbr> >*, unsigned int, std::allocator<std::vector<mbr, std::allocator<mbr> > >&) [588]
